instant_hourly,date,season,year,mnth_hourly,hour,holiday_hourly,weekday_hourly,workingday_hourly,weather_condition,temp_hourly,atemp_hourly,hum_hourly,windspeed_hourly,casual_hourly,registered_hourly,total_count,instant_daily,temp_daily,atemp_daily,hum_daily,windspeed_daily,casual_daily,registered_daily,cnt_daily,time_category
7107,2011-10-28,Winter,2011,10,17,0,5,Working Day,Misty/Cloudy,0.36,0.3485,0.5,0.1343,35,411,446,301,0.330833,0.318812,0.585833,0.229479,456,3291,3747,Evening
7108,2011-10-28,Winter,2011,10,18,0,5,Working Day,Misty/Cloudy,0.36,0.3485,0.53,0.1642,36,332,368,301,0.330833,0.318812,0.585833,0.229479,456,3291,3747,Evening
7109,2011-10-28,Winter,2011,10,19,0,5,Working Day,Misty/Cloudy,0.36,0.3485,0.5,0.1343,16,188,204,301,0.330833,0.318812,0.585833,0.229479,456,3291,3747,Evening
7110,2011-10-28,Winter,2011,10,20,0,5,Working Day,Light Snow/Rain,0.34,0.3182,0.61,0.2239,12,131,143,301,0.330833,0.318812,0.585833,0.229479,456,3291,3747,Evening
7111,2011-10-28,Winter,2011,10,21,0,5,Working Day,Light Snow/Rain,0.32,0.3182,0.7,0.1642,5,69,74,301,0.330833,0.318812,0.585833,0.229479,456,3291,3747,Night
7112,2011-10-28,Winter,2011,10,22,0,5,Working Day,Light Snow/Rain,0.3,0.2879,0.75,0.2836,4,32,36,301,0.330833,0.318812,0.585833,0.229479,456,3291,3747,Night
7113,2011-10-28,Winter,2011,10,23,0,5,Working Day,Light Snow/Rain,0.3,0.2727,0.81,0.3284,8,31,39,301,0.330833,0.318812,0.585833,0.229479,456,3291,3747,Night
7114,2011-10-29,Winter,2011,10,0,0,6,Holiday/Weekend,Light Snow/Rain,0.28,0.2576,0.87,0.2985,0,19,19,302,0.254167,0.227913,0.8825,0.351371,57,570,627,Night
7115,2011-10-29,Winter,2011,10,1,0,6,Holiday/Weekend,Light Snow/Rain,0.3,0.2727,0.87,0.2985,0,18,18,302,0.254167,0.227913,0.8825,0.351371,57,570,627,Night
7116,2011-10-29,Winter,2011,10,2,0,6,Holiday/Weekend,Light Snow/Rain,0.3,0.2727,0.87,0.2985,1,16,17,302,0.254167,0.227913,0.8825,0.351371,57,570,627,Night
7117,2011-10-29,Winter,2011,10,3,0,6,Holiday/Weekend,Light Snow/Rain,0.3,0.2727,0.81,0.4179,0,8,8,302,0.254167,0.227913,0.8825,0.351371,57,570,627,Night
7118,2011-10-29,Winter,2011,10,4,0,6,Holiday/Weekend,Light Snow/Rain,0.3,0.2727,0.81,0.4179,0,1,1,302,0.254167,0.227913,0.8825,0.351371,57,570,627,Night
7119,2011-10-29,Winter,2011,10,5,0,6,Holiday/Weekend,Light Snow/Rain,0.26,0.2273,0.93,0.3582,0,1,1,302,0.254167,0.227913,0.8825,0.351371,57,570,627,Morning
7120,2011-10-29,Winter,2011,10,6,0,6,Holiday/Weekend,Light Snow/Rain,0.26,0.2273,0.87,0.3582,4,1,5,302,0.254167,0.227913,0.8825,0.351371,57,570,627,Morning
7121,2011-10-29,Winter,2011,10,7,0,6,Holiday/Weekend,Light Snow/Rain,0.26,0.2273,0.87,0.3582,1,6,7,302,0.254167,0.227913,0.8825,0.351371,57,570,627,Morning
7122,2011-10-29,Winter,2011,10,8,0,6,Holiday/Weekend,Light Snow/Rain,0.28,0.2576,0.87,0.3582,4,16,20,302,0.254167,0.227913,0.8825,0.351371,57,570,627,Morning
7123,2011-10-29,Winter,2011,10,9,0,6,Holiday/Weekend,Light Snow/Rain,0.28,0.2576,0.87,0.3582,1,19,20,302,0.254167,0.227913,0.8825,0.351371,57,570,627,Morning
7124,2011-10-29,Winter,2011,10,10,0,6,Holiday/Weekend,Light Snow/Rain,0.26,0.2273,0.93,0.3284,0,12,12,302,0.254167,0.227913,0.8825,0.351371,57,570,627,Morning
7125,2011-10-29,Winter,2011,10,11,0,6,Holiday/Weekend,Light Snow/Rain,0.26,0.2273,0.93,0.3881,1,26,27,302,0.254167,0.227913,0.8825,0.351371,57,570,627,Morning
7126,2011-10-29,Winter,2011,10,12,0,6,Holiday/Weekend,Light Snow/Rain,0.24,0.197,0.87,0.4925,6,44,50,302,0.254167,0.227913,0.8825,0.351371,57,570,627,Afternoon
7127,2011-10-29,Winter,2011,10,13,0,6,Holiday/Weekend,Light Snow/Rain,0.24,0.197,0.87,0.5224,0,30,30,302,0.254167,0.227913,0.8825,0.351371,57,570,627,Afternoon
7128,2011-10-29,Winter,2011,10,14,0,6,Holiday/Weekend,Light Snow/Rain,0.24,0.197,0.87,0.4478,0,29,29,302,0.254167,0.227913,0.8825,0.351371,57,570,627,Afternoon
7129,2011-10-29,Winter,2011,10,15,0,6,Holiday/Weekend,Light Snow/Rain,0.22,0.2121,0.93,0.2537,3,38,41,302,0.254167,0.227913,0.8825,0.351371,57,570,627,Afternoon
7130,2011-10-29,Winter,2011,10,16,0,6,Holiday/Weekend,Light Snow/Rain,0.22,0.197,0.93,0.3284,3,19,22,302,0.254167,0.227913,0.8825,0.351371,57,570,627,Afternoon
7131,2011-10-29,Winter,2011,10,17,0,6,Holiday/Weekend,Light Snow/Rain,0.22,0.197,0.93,0.3284,3,28,31,302,0.254167,0.227913,0.8825,0.351371,57,570,627,Evening
7132,2011-10-29,Winter,2011,10,18,0,6,Holiday/Weekend,Light Snow/Rain,0.22,0.197,0.93,0.3284,6,37,43,302,0.254167,0.227913,0.8825,0.351371,57,570,627,Evening
7133,2011-10-29,Winter,2011,10,19,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.24,0.2121,0.87,0.3582,3,36,39,302,0.254167,0.227913,0.8825,0.351371,57,570,627,Evening
7134,2011-10-29,Winter,2011,10,20,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.24,0.2121,0.87,0.3582,7,40,47,302,0.254167,0.227913,0.8825,0.351371,57,570,627,Evening
7135,2011-10-29,Winter,2011,10,21,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.24,0.2121,0.87,0.3582,1,49,50,302,0.254167,0.227913,0.8825,0.351371,57,570,627,Night
7136,2011-10-29,Winter,2011,10,22,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.22,0.2121,0.87,0.2239,10,44,54,302,0.254167,0.227913,0.8825,0.351371,57,570,627,Night
7137,2011-10-29,Winter,2011,10,23,0,6,Holiday/Weekend,Clear/Partly Cloudy,0.22,0.2273,0.87,0.194,3,33,36,302,0.254167,0.227913,0.8825,0.351371,57,570,627,Night
7138,2011-10-30,Winter,2011,10,0,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.22,0.2121,0.87,0.2239,7,47,54,303,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Night
7139,2011-10-30,Winter,2011,10,1,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.22,0.2121,0.87,0.2537,9,34,43,303,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Night
7140,2011-10-30,Winter,2011,10,2,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.22,0.2121,0.87,0.2836,7,43,50,303,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Night
7141,2011-10-30,Winter,2011,10,3,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.24,0.2121,0.75,0.3582,7,26,33,303,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Night
7142,2011-10-30,Winter,2011,10,4,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.22,0.197,0.8,0.3284,1,10,11,303,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Night
7143,2011-10-30,Winter,2011,10,5,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.24,0.2121,0.75,0.2985,0,4,4,303,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Morning
7144,2011-10-30,Winter,2011,10,6,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.24,0.2273,0.75,0.2537,2,8,10,303,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Morning
7145,2011-10-30,Winter,2011,10,7,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.24,0.2879,0.75,0.0,7,15,22,303,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Morning
7146,2011-10-30,Winter,2011,10,8,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.26,0.2576,0.7,0.2239,20,60,80,303,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Morning
7147,2011-10-30,Winter,2011,10,9,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.3,0.2879,0.65,0.2537,55,92,147,303,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Morning
7148,2011-10-30,Winter,2011,10,10,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.32,0.3333,0.61,0.0896,53,125,178,303,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Morning
7149,2011-10-30,Winter,2011,10,11,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.36,0.3485,0.53,0.2239,58,182,240,303,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Morning
7150,2011-10-30,Winter,2011,10,12,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.38,0.3939,0.5,0.194,85,229,314,303,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Afternoon
7151,2011-10-30,Winter,2011,10,13,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.4,0.4091,0.43,0.2239,113,232,345,303,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Afternoon
7152,2011-10-30,Winter,2011,10,14,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.42,0.4242,0.38,0.194,91,209,300,303,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Afternoon
7153,2011-10-30,Winter,2011,10,15,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.42,0.4242,0.35,0.1642,88,202,290,303,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Afternoon
7154,2011-10-30,Winter,2011,10,16,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.42,0.4242,0.32,0.1343,107,213,320,303,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Afternoon
7155,2011-10-30,Winter,2011,10,17,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.4,0.4091,0.35,0.1045,54,191,245,303,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Evening
7156,2011-10-30,Winter,2011,10,18,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.36,0.3485,0.4,0.1343,51,162,213,303,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Evening
7157,2011-10-30,Winter,2011,10,19,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.56,0.5303,0.49,0.2985,28,125,153,303,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Evening
7158,2011-10-30,Winter,2011,10,20,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.34,0.3636,0.57,0.0,18,74,92,303,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Evening
7159,2011-10-30,Winter,2011,10,21,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.32,0.3485,0.66,0.0,4,75,79,303,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Night
7160,2011-10-30,Winter,2011,10,22,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.3,0.3333,0.75,0.0,13,58,71,303,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Night
7161,2011-10-30,Winter,2011,10,23,0,0,Holiday/Weekend,Clear/Partly Cloudy,0.26,0.303,0.87,0.0,7,30,37,303,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Night
7162,2011-10-31,Winter,2011,10,0,0,1,Working Day,Clear/Partly Cloudy,0.26,0.303,0.87,0.0,3,20,23,304,0.34,0.356063,0.703333,0.10635,362,3307,3669,Night
7163,2011-10-31,Winter,2011,10,1,0,1,Working Day,Clear/Partly Cloudy,0.26,0.303,0.81,0.0,5,8,13,304,0.34,0.356063,0.703333,0.10635,362,3307,3669,Night
7164,2011-10-31,Winter,2011,10,2,0,1,Working Day,Clear/Partly Cloudy,0.24,0.2879,0.87,0.0,0,3,3,304,0.34,0.356063,0.703333,0.10635,362,3307,3669,Night
7165,2011-10-31,Winter,2011,10,3,0,1,Working Day,Clear/Partly Cloudy,0.24,0.2576,0.87,0.1045,0,3,3,304,0.34,0.356063,0.703333,0.10635,362,3307,3669,Night
7166,2011-10-31,Winter,2011,10,4,0,1,Working Day,Clear/Partly Cloudy,0.24,0.2879,0.87,0.0,1,5,6,304,0.34,0.356063,0.703333,0.10635,362,3307,3669,Night
7167,2011-10-31,Winter,2011,10,5,0,1,Working Day,Clear/Partly Cloudy,0.22,0.2727,0.93,0.0,0,18,18,304,0.34,0.356063,0.703333,0.10635,362,3307,3669,Morning
7168,2011-10-31,Winter,2011,10,6,0,1,Working Day,Clear/Partly Cloudy,0.24,0.2879,0.87,0.0,4,82,86,304,0.34,0.356063,0.703333,0.10635,362,3307,3669,Morning
7169,2011-10-31,Winter,2011,10,7,0,1,Working Day,Clear/Partly Cloudy,0.24,0.2879,0.93,0.0,11,216,227,304,0.34,0.356063,0.703333,0.10635,362,3307,3669,Morning
7170,2011-10-31,Winter,2011,10,8,0,1,Working Day,Misty/Cloudy,0.28,0.3182,0.87,0.0,17,355,372,304,0.34,0.356063,0.703333,0.10635,362,3307,3669,Morning
7171,2011-10-31,Winter,2011,10,9,0,1,Working Day,Misty/Cloudy,0.32,0.3182,0.76,0.1642,14,197,211,304,0.34,0.356063,0.703333,0.10635,362,3307,3669,Morning
7172,2011-10-31,Winter,2011,10,10,0,1,Working Day,Misty/Cloudy,0.36,0.3485,0.57,0.1642,18,87,105,304,0.34,0.356063,0.703333,0.10635,362,3307,3669,Morning
7173,2011-10-31,Winter,2011,10,11,0,1,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.5,0.1343,31,97,128,304,0.34,0.356063,0.703333,0.10635,362,3307,3669,Morning
7174,2011-10-31,Winter,2011,10,12,0,1,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.44,0.2239,30,140,170,304,0.34,0.356063,0.703333,0.10635,362,3307,3669,Afternoon
7175,2011-10-31,Winter,2011,10,13,0,1,Working Day,Misty/Cloudy,0.44,0.4394,0.44,0.2239,24,128,152,304,0.34,0.356063,0.703333,0.10635,362,3307,3669,Afternoon
7176,2011-10-31,Winter,2011,10,14,0,1,Working Day,Misty/Cloudy,0.44,0.4394,0.47,0.2239,22,119,141,304,0.34,0.356063,0.703333,0.10635,362,3307,3669,Afternoon
7177,2011-10-31,Winter,2011,10,15,0,1,Working Day,Clear/Partly Cloudy,0.44,0.4394,0.47,0.1642,27,141,168,304,0.34,0.356063,0.703333,0.10635,362,3307,3669,Afternoon
7178,2011-10-31,Winter,2011,10,16,0,1,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.54,0.1642,30,242,272,304,0.34,0.356063,0.703333,0.10635,362,3307,3669,Afternoon
7179,2011-10-31,Winter,2011,10,17,0,1,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.54,0.1343,44,442,486,304,0.34,0.356063,0.703333,0.10635,362,3307,3669,Evening
7180,2011-10-31,Winter,2011,10,18,0,1,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.66,0.0896,30,392,422,304,0.34,0.356063,0.703333,0.10635,362,3307,3669,Evening
7181,2011-10-31,Winter,2011,10,19,0,1,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.66,0.0896,12,226,238,304,0.34,0.356063,0.703333,0.10635,362,3307,3669,Evening
7182,2011-10-31,Winter,2011,10,20,0,1,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.66,0.0896,18,154,172,304,0.34,0.356063,0.703333,0.10635,362,3307,3669,Evening
7183,2011-10-31,Winter,2011,10,21,0,1,Working Day,Misty/Cloudy,0.36,0.3485,0.76,0.194,7,109,116,304,0.34,0.356063,0.703333,0.10635,362,3307,3669,Night
7184,2011-10-31,Winter,2011,10,22,0,1,Working Day,Misty/Cloudy,0.36,0.3485,0.76,0.194,8,77,85,304,0.34,0.356063,0.703333,0.10635,362,3307,3669,Night
7185,2011-10-31,Winter,2011,10,23,0,1,Working Day,Misty/Cloudy,0.36,0.3485,0.76,0.194,6,46,52,304,0.34,0.356063,0.703333,0.10635,362,3307,3669,Night
7186,2011-11-01,Winter,2011,11,0,0,2,Working Day,Misty/Cloudy,0.36,0.3485,0.87,0.1642,3,18,21,305,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Night
7187,2011-11-01,Winter,2011,11,1,0,2,Working Day,Clear/Partly Cloudy,0.36,0.3485,0.81,0.1343,3,8,11,305,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Night
7188,2011-11-01,Winter,2011,11,2,0,2,Working Day,Misty/Cloudy,0.36,0.3485,0.81,0.1642,1,3,4,305,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Night
7189,2011-11-01,Winter,2011,11,3,0,2,Working Day,Misty/Cloudy,0.36,0.3485,0.81,0.1343,1,5,6,305,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Night
7190,2011-11-01,Winter,2011,11,4,0,2,Working Day,Clear/Partly Cloudy,0.34,0.3182,0.81,0.2239,1,7,8,305,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Night
7191,2011-11-01,Winter,2011,11,5,0,2,Working Day,Clear/Partly Cloudy,0.32,0.3182,0.81,0.194,0,18,18,305,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Morning
7192,2011-11-01,Winter,2011,11,6,0,2,Working Day,Clear/Partly Cloudy,0.32,0.3182,0.81,0.194,3,90,93,305,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Morning
7193,2011-11-01,Winter,2011,11,7,0,2,Working Day,Clear/Partly Cloudy,0.34,0.3333,0.76,0.194,8,246,254,305,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Morning
7194,2011-11-01,Winter,2011,11,8,0,2,Working Day,Clear/Partly Cloudy,0.36,0.3333,0.71,0.2537,17,402,419,305,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Morning
7195,2011-11-01,Winter,2011,11,9,0,2,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.66,0.1642,16,206,222,305,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Morning
7196,2011-11-01,Winter,2011,11,10,0,2,Working Day,Clear/Partly Cloudy,0.44,0.4394,0.62,0.1343,21,114,135,305,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Morning
7197,2011-11-01,Winter,2011,11,11,0,2,Working Day,Clear/Partly Cloudy,0.46,0.4545,0.63,0.1045,16,101,117,305,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Morning
7198,2011-11-01,Winter,2011,11,12,0,2,Working Day,Clear/Partly Cloudy,0.5,0.4848,0.48,0.0896,23,153,176,305,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Afternoon
7199,2011-11-01,Winter,2011,11,13,0,2,Working Day,Clear/Partly Cloudy,0.48,0.4697,0.55,0.194,20,147,167,305,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Afternoon
7200,2011-11-01,Winter,2011,11,14,0,2,Working Day,Clear/Partly Cloudy,0.5,0.4848,0.48,0.2537,32,118,150,305,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Afternoon
7201,2011-11-01,Winter,2011,11,15,0,2,Working Day,Clear/Partly Cloudy,0.5,0.4848,0.45,0.1343,38,148,186,305,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Afternoon
7202,2011-11-01,Winter,2011,11,16,0,2,Working Day,Clear/Partly Cloudy,0.48,0.4697,0.44,0.1642,46,252,298,305,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Afternoon
7203,2011-11-01,Winter,2011,11,17,0,2,Working Day,Clear/Partly Cloudy,0.44,0.4394,0.54,0.1642,36,470,506,305,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Evening
7204,2011-11-01,Winter,2011,11,18,0,2,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.58,0.1045,39,421,460,305,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Evening
7205,2011-11-01,Winter,2011,11,19,0,2,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.58,0.0896,39,274,313,305,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Evening
7206,2011-11-01,Winter,2011,11,20,0,2,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.71,0.0,18,191,209,305,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Evening
7207,2011-11-01,Winter,2011,11,21,0,2,Working Day,Clear/Partly Cloudy,0.36,0.3788,0.81,0.0,13,114,127,305,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Night
7208,2011-11-01,Winter,2011,11,22,0,2,Working Day,Clear/Partly Cloudy,0.36,0.3788,0.81,0.0,5,91,96,305,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Night
7209,2011-11-01,Winter,2011,11,23,0,2,Working Day,Clear/Partly Cloudy,0.34,0.3636,0.87,0.0,11,61,72,305,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Night
7210,2011-11-02,Winter,2011,11,0,0,3,Working Day,Clear/Partly Cloudy,0.32,0.3485,0.87,0.0,0,19,19,306,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Night
7211,2011-11-02,Winter,2011,11,1,0,3,Working Day,Clear/Partly Cloudy,0.3,0.3333,0.87,0.0,2,8,10,306,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Night
7212,2011-11-02,Winter,2011,11,2,0,3,Working Day,Clear/Partly Cloudy,0.3,0.3333,0.87,0.0,0,2,2,306,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Night
7213,2011-11-02,Winter,2011,11,3,0,3,Working Day,Clear/Partly Cloudy,0.3,0.3333,0.75,0.0,0,2,2,306,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Night
7214,2011-11-02,Winter,2011,11,4,0,3,Working Day,Clear/Partly Cloudy,0.3,0.3333,0.87,0.0,0,4,4,306,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Night
7215,2011-11-02,Winter,2011,11,5,0,3,Working Day,Clear/Partly Cloudy,0.3,0.3333,0.81,0.0,0,27,27,306,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Morning
7216,2011-11-02,Winter,2011,11,6,0,3,Working Day,Clear/Partly Cloudy,0.3,0.3333,0.81,0.0,1,91,92,306,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Morning
7217,2011-11-02,Winter,2011,11,7,0,3,Working Day,Clear/Partly Cloudy,0.3,0.3333,0.81,0.0,11,240,251,306,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Morning
7218,2011-11-02,Winter,2011,11,8,0,3,Working Day,Clear/Partly Cloudy,0.32,0.3485,0.87,0.0,20,452,472,306,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Morning
7219,2011-11-02,Winter,2011,11,9,0,3,Working Day,Clear/Partly Cloudy,0.34,0.3636,0.87,0.0,15,213,228,306,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Morning
7220,2011-11-02,Winter,2011,11,10,0,3,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.71,0.0896,25,108,133,306,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Morning
7221,2011-11-02,Winter,2011,11,11,0,3,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.71,0.1343,27,117,144,306,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Morning
7222,2011-11-02,Winter,2011,11,12,0,3,Working Day,Clear/Partly Cloudy,0.46,0.4545,0.55,0.1642,32,157,189,306,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Afternoon
7223,2011-11-02,Winter,2011,11,13,0,3,Working Day,Clear/Partly Cloudy,0.48,0.4697,0.48,0.1642,22,139,161,306,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Afternoon
7224,2011-11-02,Winter,2011,11,14,0,3,Working Day,Clear/Partly Cloudy,0.5,0.4848,0.45,0.1642,40,132,172,306,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Afternoon
7225,2011-11-02,Winter,2011,11,15,0,3,Working Day,Clear/Partly Cloudy,0.48,0.4697,0.51,0.1642,26,161,187,306,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Afternoon
7226,2011-11-02,Winter,2011,11,16,0,3,Working Day,Clear/Partly Cloudy,0.48,0.4697,0.51,0.1045,35,231,266,306,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Afternoon
7227,2011-11-02,Winter,2011,11,17,0,3,Working Day,Clear/Partly Cloudy,0.44,0.4394,0.62,0.194,30,523,553,306,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Evening
7228,2011-11-02,Winter,2011,11,18,0,3,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.71,0.1642,31,448,479,306,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Evening
7229,2011-11-02,Winter,2011,11,19,0,3,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.76,0.1343,25,257,282,306,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Evening
7230,2011-11-02,Winter,2011,11,20,0,3,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.66,0.1343,5,177,182,306,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Evening
7231,2011-11-02,Winter,2011,11,21,0,3,Working Day,Clear/Partly Cloudy,0.38,0.3939,0.71,0.1343,13,155,168,306,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Night
7232,2011-11-02,Winter,2011,11,22,0,3,Working Day,Clear/Partly Cloudy,0.36,0.3485,0.71,0.1343,7,99,106,306,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Night
7233,2011-11-02,Winter,2011,11,23,0,3,Working Day,Clear/Partly Cloudy,0.36,0.3636,0.76,0.0896,3,54,57,306,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Night
7234,2011-11-03,Winter,2011,11,0,0,4,Working Day,Clear/Partly Cloudy,0.36,0.3636,0.76,0.0896,3,28,31,307,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Night
7235,2011-11-03,Winter,2011,11,1,0,4,Working Day,Clear/Partly Cloudy,0.34,0.3333,0.81,0.1343,3,12,15,307,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Night
7236,2011-11-03,Winter,2011,11,2,0,4,Working Day,Clear/Partly Cloudy,0.34,0.3333,0.76,0.1343,2,5,7,307,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Night
7237,2011-11-03,Winter,2011,11,3,0,4,Working Day,Clear/Partly Cloudy,0.34,0.3333,0.81,0.1343,1,4,5,307,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Night
7238,2011-11-03,Winter,2011,11,4,0,4,Working Day,Clear/Partly Cloudy,0.32,0.3333,0.81,0.0896,1,3,4,307,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Night
7239,2011-11-03,Winter,2011,11,5,0,4,Working Day,Clear/Partly Cloudy,0.32,0.3333,0.81,0.1343,1,27,28,307,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Morning
7240,2011-11-03,Winter,2011,11,6,0,4,Working Day,Clear/Partly Cloudy,0.34,0.3333,0.76,0.194,3,96,99,307,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Morning
7241,2011-11-03,Winter,2011,11,7,0,4,Working Day,Misty/Cloudy,0.32,0.3333,0.81,0.0896,12,280,292,307,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Morning
7242,2011-11-03,Winter,2011,11,8,0,4,Working Day,Misty/Cloudy,0.34,0.3485,0.81,0.0896,8,394,402,307,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Morning
